# Time (Myr)     rI [kpc]       vI [km/s]     
  3.7540e-02   6.2715e-02   1.9777e+02
  3.7846e-02   6.2778e-02   2.0146e+02
  3.8184e-02   6.2848e-02   2.0520e+02
  3.8370e-02   6.2887e-02   2.1224e+02
  3.8784e-02   6.2978e-02   2.1667e+02
  3.9017e-02   6.3031e-02   2.2426e+02
  3.9269e-02   6.3089e-02   2.3035e+02
  3.9543e-02   6.3154e-02   2.3758e+02
  3.9841e-02   6.3228e-02   2.4571e+02
  4.0165e-02   6.3311e-02   2.5488e+02
  4.0517e-02   6.3404e-02   2.6581e+02
  4.0901e-02   6.3511e-02   2.7810e+02
  4.1319e-02   6.3632e-02   2.9222e+02
  4.1775e-02   6.3771e-02   3.0928e+02
  4.2271e-02   6.3933e-02   3.2874e+02
  4.2813e-02   6.4120e-02   3.5189e+02
  4.3405e-02   6.4341e-02   3.9723e+02
  4.3997e-02   6.4601e-02   4.6508e+02
  4.4580e-02   6.4899e-02   5.2716e+02
  4.5154e-02   6.5224e-02   5.8660e+02
  4.5718e-02   6.5581e-02   6.1793e+02
  4.6272e-02   6.5930e-02   5.8420e+02
  4.6816e-02   6.6237e-02   5.1853e+02
  4.7350e-02   6.6501e-02   4.6317e+02
  4.7873e-02   6.6737e-02   4.1771e+02
  4.8386e-02   6.6944e-02   3.7809e+02
  4.8888e-02   6.7129e-02   3.4521e+02
  4.9380e-02   6.7294e-02   3.1580e+02
  4.9862e-02   6.7443e-02   2.9117e+02
  5.0332e-02   6.7578e-02   2.6900e+02
  5.0793e-02   6.7699e-02   2.4998e+02
  5.1242e-02   6.7810e-02   2.3304e+02
  5.1682e-02   6.7911e-02   2.1808e+02
  5.2110e-02   6.8004e-02   2.0462e+02
  5.2529e-02   6.8088e-02   1.9257e+02
  5.2937e-02   6.8166e-02   1.8190e+02
  5.3335e-02   6.8238e-02   1.7233e+02
  5.3723e-02   6.8305e-02   1.6375e+02
  5.4101e-02   6.8366e-02   1.5594e+02
  5.4469e-02   6.8424e-02   1.4887e+02
  5.4828e-02   6.8477e-02   1.4257e+02
  5.5178e-02   6.8527e-02   1.3699e+02
  5.5519e-02   6.8574e-02   1.3202e+02
  5.5852e-02   6.8618e-02   1.2767e+02
  5.6176e-02   6.8659e-02   1.2405e+02
  5.6493e-02   6.8699e-02   1.2113e+02
  5.6804e-02   6.8737e-02   1.1878e+02
  5.7108e-02   6.8774e-02   1.1690e+02
  5.7408e-02   6.8809e-02   1.1538e+02
  5.7707e-02   6.8844e-02   1.1422e+02
  5.8005e-02   6.8879e-02   1.1361e+02
  5.8306e-02   6.8914e-02   1.1364e+02
  5.8612e-02   6.8949e-02   1.1428e+02
  5.8924e-02   6.8986e-02   1.1539e+02
  5.9247e-02   6.9024e-02   1.1679e+02
  5.9582e-02   6.9065e-02   1.1855e+02
  5.9934e-02   6.9107e-02   1.2066e+02
  6.0305e-02   6.9154e-02   1.2323e+02
  6.0699e-02   6.9204e-02   1.2609e+02
  6.1121e-02   6.9259e-02   1.2915e+02
  6.1574e-02   6.9319e-02   1.3268e+02
  6.2062e-02   6.9386e-02   1.3683e+02
  6.2590e-02   6.9461e-02   1.4129e+02
  6.3163e-02   6.9545e-02   1.4626e+02
  6.3786e-02   6.9640e-02   1.5225e+02
  6.4463e-02   6.9748e-02   1.5871e+02
  6.5203e-02   6.9870e-02   1.6618e+02
  6.6009e-02   7.0010e-02   1.7465e+02
  6.6894e-02   7.0172e-02   1.8537e+02
  6.7857e-02   7.0360e-02   2.4765e+02
  6.8497e-02   7.0577e-02   2.4999e+02
  6.9516e-02   7.0784e-02   2.8913e+02
  6.9950e-02   7.1007e-02   2.9583e+02
  7.0955e-02   7.1219e-02   2.1341e+02
  7.1954e-02   7.1444e-02   2.7209e+02
  7.2945e-02   7.1772e-02   3.2976e+02
  7.3927e-02   7.2109e-02   3.9875e+02
  7.4473e-02   7.2395e-02   3.1953e+02
  7.5438e-02   7.2602e-02   1.9985e+02
  7.6394e-02   7.2788e-02   2.0466e+02
  7.7344e-02   7.3001e-02   2.2310e+02
  7.8142e-02   7.3186e-02   1.9538e+02
  7.9075e-02   7.3346e-02   1.7384e+02
  7.9833e-02   7.3486e-02   1.5793e+02
  8.0752e-02   7.3617e-02   1.3170e+02
  8.1663e-02   7.3733e-02   1.2690e+02
  8.2568e-02   7.3853e-02   1.2229e+02
  8.3466e-02   7.3958e-02   1.1260e+02
  8.4359e-02   7.4059e-02   1.0440e+02
  8.5245e-02   7.4148e-02   9.6745e+01
  8.6128e-02   7.4233e-02   9.0413e+01
  8.7005e-02   7.4310e-02   8.4130e+01
  8.7880e-02   7.4384e-02   7.9168e+01
  8.8749e-02   7.4452e-02   7.4187e+01
  8.9616e-02   7.4516e-02   7.0236e+01
  9.0479e-02   7.4576e-02   6.6581e+01
  9.1337e-02   7.4633e-02   6.3412e+01
  9.2192e-02   7.4687e-02   6.0255e+01
  9.3048e-02   7.4738e-02   5.7509e+01
  9.3908e-02   7.4788e-02   5.5099e+01
  9.4775e-02   7.4835e-02   5.2969e+01
  9.5651e-02   7.4882e-02   5.1158e+01
  9.6539e-02   7.4928e-02   4.9747e+01
  9.7442e-02   7.4973e-02   4.8627e+01
  9.8362e-02   7.5018e-02   4.7788e+01
  9.9303e-02   7.5064e-02   4.7140e+01
  1.0027e-01   7.5110e-02   4.6773e+01
  1.0127e-01   7.5158e-02   4.6676e+01
  1.0230e-01   7.5207e-02   4.6773e+01
  1.0338e-01   7.5258e-02   4.7123e+01
  1.0450e-01   7.5313e-02   4.7684e+01
  1.0569e-01   7.5371e-02   4.8387e+01
  1.0694e-01   7.5434e-02   4.9330e+01
  1.0827e-01   7.5501e-02   5.0324e+01
  1.0970e-01   7.5575e-02   5.1563e+01
  1.1123e-01   7.5657e-02   5.2808e+01
  1.1289e-01   7.5747e-02   6.1645e+01
  1.1427e-01   7.5849e-02   9.2733e+01
  1.1499e-01   7.5947e-02   5.9103e+01
  1.1710e-01   7.6020e-02   3.9089e+01
  1.1933e-01   7.6120e-02   5.9305e+01
  1.2130e-01   7.6274e-02   1.1305e+02
  1.2203e-01   7.6433e-02   1.5759e+02
  1.2292e-01   7.6536e-02   4.8408e+01
  1.2550e-01   7.6604e-02   5.8908e+01
  1.2631e-01   7.6740e-02   7.9665e+01
  1.2891e-01   7.6882e-02   7.4940e+01
  1.3003e-01   7.7024e-02   1.1303e+02
  1.3157e-01   7.7189e-02   1.1649e+02
  1.3237e-01   7.7304e-02   6.2591e+01
  1.3507e-01   7.7413e-02   4.8987e+01
  1.3779e-01   7.7575e-02   8.1103e+01
  1.4009e-01   7.7829e-02   1.5197e+02
  1.4085e-01   7.8050e-02   9.9413e+01
  1.4371e-01   7.8196e-02   8.4675e+01
  1.4445e-01   7.8361e-02   1.4366e+02
  1.4575e-01   7.8496e-02   7.5270e+01
  1.4725e-01   7.8576e-02   6.7610e+01
  1.4823e-01   7.8668e-02   6.7610e+01
  1.5126e-01   7.8754e-02   2.5359e+02
  3.1236e-01   8.0948e-02   1.0486e+01
  4.5365e-01   8.1994e-02   7.4909e+00
  5.9914e-01   8.3143e-02   8.4002e+00
  7.4947e-01   8.4533e-02   9.6551e+00
  8.9951e-01   8.6107e-02   1.1023e+01
  1.0760e+00   8.8211e-02   1.3636e+01
  1.1980e+00   9.0266e-02   1.5342e+01
  1.3517e+00   9.2534e-02   1.3502e+01
  1.5080e+00   9.4543e-02   1.3735e+01
  1.6478e+00   9.6691e-02   1.4309e+01
  1.8169e+00   9.9060e-02   1.4594e+01
  1.9836e+00   1.0170e-01   1.6684e+01
  2.0978e+00   1.0385e-01   1.7364e+01
  2.2766e+00   1.0690e-01   1.6637e+01
  2.4159e+00   1.0926e-01   1.6532e+01
  2.5465e+00   1.1146e-01   1.5667e+01
  2.7147e+00   1.1404e-01   1.5627e+01
  2.8602e+00   1.1647e-01   1.7498e+01
  2.9964e+00   1.1908e-01   1.8430e+01
  3.1499e+00   1.2192e-01   1.7122e+01
  3.2944e+00   1.2429e-01   1.5691e+01
  3.4569e+00   1.2684e-01   1.5423e+01
  3.5952e+00   1.2903e-01   1.5717e+01
  3.7445e+00   1.3146e-01   1.6024e+01
  3.9046e+00   1.3410e-01   1.6893e+01
  4.0459e+00   1.3667e-01   1.7344e+01
  4.1999e+00   1.3933e-01   1.6213e+01
  4.3647e+00   1.4195e-01   1.5634e+01
  4.5028e+00   1.4417e-01   1.6153e+01
  4.6475e+00   1.4662e-01   1.6529e+01
  4.7932e+00   1.4908e-01   1.6827e+01
  4.9515e+00   1.5184e-01   1.7659e+01
  5.0961e+00   1.5454e-01   1.7625e+01
  5.2424e+00   1.5708e-01   1.6822e+01
  5.4112e+00   1.5996e-01   1.7203e+01
  5.5398e+00   1.6231e-01   1.7730e+01
  5.7048e+00   1.6528e-01   1.8664e+01
  5.8433e+00   1.6810e-01   1.8684e+01
  6.0113e+00   1.7113e-01   1.8091e+01
  6.1464e+00   1.7370e-01   1.8113e+01
  6.3084e+00   1.7663e-01   1.8390e+01
  6.4384e+00   1.7919e-01   1.9685e+01
  6.5909e+00   1.8231e-01   1.9418e+01
  6.7417e+00   1.8521e-01   1.8684e+01
  6.8876e+00   1.8798e-01   1.8485e+01
  7.0536e+00   1.9110e-01   1.9404e+01
  7.1865e+00   1.9391e-01   2.0165e+01
  7.3383e+00   1.9697e-01   1.9258e+01
  7.4954e+00   1.9999e-01   1.9165e+01
  7.6364e+00   2.0281e-01   1.9580e+01
  7.7923e+00   2.0593e-01   1.9793e+01
  7.9561e+00   2.0927e-01   1.9880e+01
  8.0857e+00   2.1189e-01   1.9626e+01
  8.2459e+00   2.1509e-01   2.0191e+01
  8.3841e+00   2.1804e-01   2.0339e+01
  8.5402e+00   2.2120e-01   1.9830e+01
  8.6858e+00   2.2416e-01   2.0043e+01
  8.8347e+00   2.2723e-01   2.0489e+01
  8.9857e+00   2.3044e-01   2.0232e+01
  9.1519e+00   2.3379e-01   1.9877e+01
  9.3015e+00   2.3685e-01   2.0392e+01
  9.4322e+00   2.3963e-01   2.0658e+01
  9.5825e+00   2.4278e-01   2.0548e+01
  9.7325e+00   2.4594e-01   2.0423e+01
  9.8811e+00   2.4902e-01   2.0509e+01
  1.0038e+01   2.5234e-01   2.1033e+01
  1.0185e+01   2.5554e-01   2.1001e+01
  1.0346e+01   2.5895e-01   2.1137e+01
  1.0479e+01   2.6190e-01   2.1239e+01
  1.0646e+01   2.6547e-01   2.1177e+01
  1.0788e+01   2.6858e-01   2.1477e+01
  1.0933e+01   2.7177e-01   2.1543e+01
  1.1084e+01   2.7510e-01   2.1249e+01
  1.1235e+01   2.7832e-01   2.1303e+01
  1.1384e+01   2.8163e-01   2.1801e+01
  1.1527e+01   2.8483e-01   2.1410e+01
  1.1682e+01   2.8816e-01   2.1198e+01
  1.1835e+01   2.9150e-01   2.1729e+01
  1.1985e+01   2.9489e-01   2.1805e+01
  1.2130e+01   2.9806e-01   2.1637e+01
  1.2289e+01   3.0159e-01   2.1943e+01
  1.2430e+01   3.0480e-01   2.2111e+01
  1.2580e+01   3.0818e-01   2.2010e+01
  1.2726e+01   3.1146e-01   2.1860e+01
  1.2888e+01   3.1506e-01   2.2017e+01
  1.3030e+01   3.1829e-01   2.2063e+01
  1.3182e+01   3.2169e-01   2.2040e+01
  1.3325e+01   3.2495e-01   2.2396e+01
  1.3481e+01   3.2852e-01   2.2461e+01
  1.3631e+01   3.3196e-01   2.2494e+01
  1.3783e+01   3.3546e-01   2.2546e+01
  1.3926e+01   3.3876e-01   2.2308e+01
  1.4072e+01   3.4207e-01   2.2518e+01
  1.4228e+01   3.4571e-01   2.2525e+01
  1.4387e+01   3.4932e-01   2.2532e+01
  1.4528e+01   3.5262e-01   2.3031e+01
  1.4671e+01   3.5599e-01   2.2754e+01
  1.4829e+01   3.5961e-01   2.2826e+01
  1.4974e+01   3.6307e-01   2.2815e+01
  1.5127e+01   3.6655e-01   2.2578e+01
  1.5276e+01   3.7004e-01   2.2895e+01
  1.5429e+01   3.7362e-01   2.2994e+01
  1.5575e+01   3.7705e-01   2.2981e+01
  1.5730e+01   3.8069e-01   2.3070e+01
  1.5884e+01   3.8435e-01   2.3193e+01
  1.6026e+01   3.8770e-01   2.3411e+01
  1.6175e+01   3.9131e-01   2.3451e+01
  1.6325e+01   3.9488e-01   2.3286e+01
  1.6471e+01   3.9835e-01   2.3260e+01
  1.6629e+01   4.0212e-01   2.3365e+01
  1.6782e+01   4.0577e-01   2.3519e+01
  1.6924e+01   4.0919e-01   2.3582e+01
  1.7069e+01   4.1270e-01   2.3562e+01
  1.7229e+01   4.1653e-01   2.3678e+01
  1.7375e+01   4.2009e-01   2.3822e+01
  1.7520e+01   4.2363e-01   2.3790e+01
  1.7666e+01   4.2718e-01   2.3750e+01
  1.7826e+01   4.3106e-01   2.3841e+01
  1.7971e+01   4.3459e-01   2.3909e+01
  1.8122e+01   4.3827e-01   2.3905e+01
  1.8271e+01   4.4192e-01   2.4071e+01
  1.8419e+01   4.4558e-01   2.4123e+01
  1.8570e+01   4.4929e-01   2.4011e+01
  1.8726e+01   4.5312e-01   2.4182e+01
  1.8866e+01   4.5661e-01   2.4192e+01
  1.9015e+01   4.6026e-01   2.4228e+01
  1.9169e+01   4.6411e-01   2.4340e+01
  1.9318e+01   4.6780e-01   2.4397e+01
  1.9462e+01   4.7141e-01   2.4379e+01
  1.9621e+01   4.7534e-01   2.4404e+01
  1.9765e+01   4.7897e-01   2.4484e+01
  1.9910e+01   4.8259e-01   2.4517e+01
  2.0072e+01   4.8668e-01   2.4538e+01
  2.0223e+01   4.9043e-01   2.4588e+01
  2.0375e+01   4.9427e-01   2.4691e+01
  2.0512e+01   4.9772e-01   2.4727e+01
  2.0664e+01   5.0158e-01   2.4767e+01
  2.0819e+01   5.0550e-01   2.4790e+01
  2.0959e+01   5.0905e-01   2.4867e+01
  2.1116e+01   5.1303e-01   2.4897e+01
  2.1272e+01   5.1701e-01   2.4959e+01
  2.1412e+01   5.2058e-01   2.4967e+01
  2.1567e+01   5.2454e-01   2.5030e+01
  2.1721e+01   5.2850e-01   2.5072e+01
  2.1860e+01   5.3205e-01   2.5128e+01
  2.2013e+01   5.3600e-01   2.5170e+01
  2.2167e+01   5.3994e-01   2.5215e+01
  2.2319e+01   5.4389e-01   2.5256e+01
  2.2457e+01   5.4742e-01   2.5298e+01
  2.2609e+01   5.5137e-01   2.5336e+01
  2.2760e+01   5.5529e-01   2.5341e+01
  2.2912e+01   5.5921e-01   2.5396e+01
  2.3062e+01   5.6313e-01   2.5416e+01
  2.3213e+01   5.6703e-01   2.5475e+01
  2.3363e+01   5.7094e-01   2.5536e+01
  2.3512e+01   5.7484e-01   2.5584e+01
  2.3661e+01   5.7874e-01   2.5645e+01
  2.3810e+01   5.8264e-01   2.5670e+01
  2.3958e+01   5.8653e-01   2.5703e+01
  2.4106e+01   5.9042e-01   2.5739e+01
  2.4253e+01   5.9430e-01   2.5758e+01
  2.4415e+01   5.9857e-01   2.5801e+01
  2.4562e+01   6.0245e-01   2.5845e+01
  2.4709e+01   6.0633e-01   2.5892e+01
  2.4856e+01   6.1021e-01   2.5947e+01
  2.5001e+01   6.1408e-01   2.6003e+01
  2.5161e+01   6.1834e-01   2.6032e+01
  2.5306e+01   6.2219e-01   2.6079e+01
  2.5451e+01   6.2606e-01   2.6129e+01
  2.5610e+01   6.3029e-01   2.6148e+01
  2.5753e+01   6.3414e-01   2.6205e+01
  2.5911e+01   6.3836e-01   2.6214e+01
  2.6054e+01   6.4220e-01   2.6259e+01
  2.6212e+01   6.4642e-01   2.6279e+01
  2.6354e+01   6.5025e-01   2.6302e+01
  2.6511e+01   6.5447e-01   2.6350e+01
  2.6653e+01   6.5830e-01   2.6372e+01
  2.6809e+01   6.6251e-01   2.6432e+01
  2.6951e+01   6.6633e-01   2.6492e+01
  2.7106e+01   6.7054e-01   2.6545e+01
  2.7247e+01   6.7437e-01   2.6608e+01
  2.7401e+01   6.7857e-01   2.6646e+01
  2.7556e+01   6.8278e-01   2.6697e+01
  2.7696e+01   6.8660e-01   2.6755e+01
  2.7849e+01   6.9081e-01   2.6778e+01
  2.8003e+01   6.9500e-01   2.6815e+01
  2.8156e+01   6.9920e-01   2.6852e+01
  2.8294e+01   7.0300e-01   2.6879e+01
  2.8447e+01   7.0719e-01   2.6929e+01
  2.8599e+01   7.1138e-01   2.6978e+01
  2.8751e+01   7.1557e-01   2.7033e+01
  2.8902e+01   7.1977e-01   2.7085e+01
  2.9054e+01   7.2396e-01   2.7135e+01
  2.9205e+01   7.2816e-01   2.7187e+01
  2.9342e+01   7.3197e-01   2.7216e+01
  2.9492e+01   7.3615e-01   2.7257e+01
  2.9643e+01   7.4034e-01   2.7298e+01
  2.9793e+01   7.4453e-01   2.7314e+01
  2.9942e+01   7.4871e-01   2.7367e+01
  3.0092e+01   7.5291e-01   2.7407e+01
  3.0242e+01   7.5710e-01   2.7440e+01
  3.0391e+01   7.6129e-01   2.7506e+01
  3.0540e+01   7.6547e-01   2.7546e+01
  3.0701e+01   7.7003e-01   2.7600e+01
  3.0849e+01   7.7420e-01   2.7648e+01
  3.0997e+01   7.7838e-01   2.7661e+01
  3.1145e+01   7.8255e-01   2.7706e+01
  3.1292e+01   7.8674e-01   2.7738e+01
  3.1440e+01   7.9092e-01   2.7758e+01
  3.1587e+01   7.9511e-01   2.7811e+01
  3.1748e+01   7.9969e-01   2.7864e+01
  3.1896e+01   8.0389e-01   2.7903e+01
  3.2043e+01   8.0808e-01   2.7965e+01
  3.2189e+01   8.1228e-01   2.8011e+01
  3.2336e+01   8.1647e-01   2.8052e+01
  3.2495e+01   8.2104e-01   2.8110e+01
  3.2641e+01   8.2523e-01   2.8138e+01
  3.2786e+01   8.2941e-01   2.8158e+01
  3.2944e+01   8.3396e-01   2.8204e+01
  3.3089e+01   8.3813e-01   2.8235e+01
  3.3246e+01   8.4268e-01   2.8263e+01
  3.3390e+01   8.4684e-01   2.8321e+01
  3.3534e+01   8.5101e-01   2.8370e+01
  3.3691e+01   8.5556e-01   2.8394e+01
  3.3834e+01   8.5972e-01   2.8455e+01
  3.3991e+01   8.6427e-01   2.8507e+01
  3.4133e+01   8.6844e-01   2.8526e+01
  3.4289e+01   8.7298e-01   2.8569e+01
  3.4432e+01   8.7714e-01   2.8604e+01
  3.4587e+01   8.8169e-01   2.8616e+01
  3.4742e+01   8.8622e-01   2.8654e+01
  3.4884e+01   8.9039e-01   2.8711e+01
  3.5039e+01   8.9492e-01   2.8743e+01
  3.5180e+01   8.9908e-01   2.8790e+01
  3.5334e+01   9.0361e-01   2.8846e+01
  3.5488e+01   9.0815e-01   2.8886e+01
  3.5629e+01   9.1231e-01   2.8918e+01
  3.5783e+01   9.1686e-01   2.8961e+01
  3.5936e+01   9.2141e-01   2.9005e+01
  3.6089e+01   9.2595e-01   2.9036e+01
  3.6230e+01   9.3012e-01   2.9078e+01
  3.6383e+01   9.3467e-01   2.9126e+01
  3.6535e+01   9.3922e-01   2.9168e+01
  3.6688e+01   9.4377e-01   2.9207e+01
  3.6828e+01   9.4795e-01   2.9258e+01
  3.6981e+01   9.5252e-01   2.9301e+01
  3.7133e+01   9.5708e-01   2.9331e+01
  3.7285e+01   9.6164e-01   2.9371e+01
  3.7437e+01   9.6620e-01   2.9417e+01
  3.7576e+01   9.7038e-01   2.9453e+01
  3.7727e+01   9.7494e-01   2.9486e+01
  3.7878e+01   9.7950e-01   2.9531e+01
  3.8029e+01   9.8405e-01   2.9583e+01
  3.8180e+01   9.8861e-01   2.9622e+01
  3.8330e+01   9.9317e-01   2.9653e+01
  3.8481e+01   9.9773e-01   2.9698e+01
  3.8631e+01   1.0023e+00   2.9745e+01
  3.8781e+01   1.0069e+00   2.9783e+01
  3.8931e+01   1.0114e+00   2.9816e+01
  3.9081e+01   1.0160e+00   2.9851e+01
  3.9230e+01   1.0205e+00   2.9903e+01
  3.9379e+01   1.0251e+00   2.9952e+01
  3.9528e+01   1.0297e+00   2.9982e+01
  3.9677e+01   1.0342e+00   3.0011e+01
  3.9826e+01   1.0388e+00   3.0060e+01
  3.9974e+01   1.0434e+00   3.0107e+01
  4.0123e+01   1.0479e+00   3.0133e+01
  4.0271e+01   1.0525e+00   3.0160e+01
  4.0420e+01   1.0571e+00   3.0203e+01
  4.0580e+01   1.0620e+00   3.0246e+01
  4.0728e+01   1.0666e+00   3.0283e+01
  4.0876e+01   1.0712e+00   3.0311e+01
  4.1024e+01   1.0758e+00   3.0340e+01
  4.1172e+01   1.0804e+00   3.0380e+01
  4.1319e+01   1.0849e+00   3.0423e+01
  4.1479e+01   1.0899e+00   3.0460e+01
  4.1626e+01   1.0945e+00   3.0497e+01
  4.1774e+01   1.0991e+00   3.0537e+01
  4.1921e+01   1.1037e+00   3.0577e+01
  4.2068e+01   1.1083e+00   3.0617e+01
  4.2227e+01   1.1133e+00   3.0660e+01
  4.2374e+01   1.1179e+00   3.0699e+01
  4.2521e+01   1.1225e+00   3.0731e+01
  4.2668e+01   1.1271e+00   3.0770e+01
  4.2827e+01   1.1321e+00   3.0811e+01
  4.2973e+01   1.1367e+00   3.0850e+01
  4.3120e+01   1.1414e+00   3.0888e+01
  4.3266e+01   1.1460e+00   3.0928e+01
  4.3425e+01   1.1510e+00   3.0960e+01
  4.3571e+01   1.1556e+00   3.0997e+01
  4.3718e+01   1.1603e+00   3.1040e+01
  4.3864e+01   1.1649e+00   3.1078e+01
