#    t [Myr]     r [kpc]      v [km/s]
  0.1495E-04  0.1661E-02  0.2344E+07
  0.1578E-04  0.3538E-02  0.2095E+07
  0.1665E-04  0.5287E-02  0.1875E+07
  0.1755E-04  0.6919E-02  0.1679E+07
  0.1849E-04  0.8448E-02  0.1505E+07
  0.1948E-04  0.9883E-02  0.1350E+07
  0.2051E-04  0.1123E-01  0.1211E+07
  0.2160E-04  0.1251E-01  0.1086E+07
  0.2275E-04  0.1371E-01  0.9735E+06
  0.2396E-04  0.1485E-01  0.8721E+06
  0.2524E-04  0.1593E-01  0.7805E+06
  0.2661E-04  0.1696E-01  0.6976E+06
  0.2807E-04  0.1795E-01  0.6224E+06
  0.2964E-04  0.1888E-01  0.5541E+06
  0.3133E-04  0.1979E-01  0.4921E+06
  0.3317E-04  0.2065E-01  0.4357E+06
  0.3517E-04  0.2149E-01  0.3843E+06
  0.3737E-04  0.2229E-01  0.3375E+06
  0.3981E-04  0.2308E-01  0.2950E+06
  0.4256E-04  0.2385E-01  0.2564E+06
  0.4567E-04  0.2461E-01  0.2214E+06
  0.4928E-04  0.2536E-01  0.1898E+06
  0.5353E-04  0.2611E-01  0.1614E+06
  0.5870E-04  0.2689E-01  0.1363E+06
  0.6521E-04  0.2772E-01  0.1146E+06
  0.7386E-04  0.2864E-01  0.9642E+05
  0.8436E-04  0.2961E-01  0.8512E+05
  0.9541E-04  0.3053E-01  0.7909E+05
  0.1066E-03  0.3142E-01  0.7622E+05
  0.1178E-03  0.3229E-01  0.7535E+05
  0.1292E-03  0.3317E-01  0.7578E+05
  0.1408E-03  0.3407E-01  0.7710E+05
  0.1525E-03  0.3500E-01  0.7903E+05
  0.1644E-03  0.3598E-01  0.8143E+05
  0.1765E-03  0.3700E-01  0.8418E+05
  0.1889E-03  0.3808E-01  0.8724E+05
  0.2014E-03  0.3922E-01  0.9056E+05
  0.2142E-03  0.4043E-01  0.9415E+05
  0.2273E-03  0.4171E-01  0.9800E+05
  0.2406E-03  0.4307E-01  0.1021E+06
  0.2543E-03  0.4453E-01  0.1065E+06
  0.2683E-03  0.4608E-01  0.1113E+06
  0.2826E-03  0.4774E-01  0.1164E+06
  0.2973E-03  0.4953E-01  0.1218E+06
  0.3124E-03  0.5151E-01  0.1348E+06
  0.3279E-03  0.5365E-01  0.1356E+06
  0.3439E-03  0.5576E-01  0.1230E+06
  0.3604E-03  0.5774E-01  0.1119E+06
  0.3775E-03  0.5960E-01  0.1019E+06
  0.3952E-03  0.6135E-01  0.9296E+05
  0.4135E-03  0.6302E-01  0.8495E+05
  0.4326E-03  0.6460E-01  0.7773E+05
  0.4524E-03  0.6611E-01  0.7122E+05
  0.4732E-03  0.6755E-01  0.6534E+05
  0.4950E-03  0.6894E-01  0.6000E+05
  0.5179E-03  0.7029E-01  0.5518E+05
  0.5420E-03  0.7159E-01  0.5080E+05
  0.5676E-03  0.7287E-01  0.4683E+05
  0.5949E-03  0.7412E-01  0.4324E+05
  0.6240E-03  0.7535E-01  0.3998E+05
  0.6546E-03  0.7656E-01  0.3718E+05
  0.6859E-03  0.7770E-01  0.3479E+05
  0.7179E-03  0.7881E-01  0.3273E+05
  0.7509E-03  0.7988E-01  0.3098E+05
  0.7848E-03  0.8093E-01  0.2949E+05
  0.8198E-03  0.8196E-01  0.2824E+05
  0.8559E-03  0.8298E-01  0.2720E+05
  0.8933E-03  0.8400E-01  0.2636E+05
  0.9322E-03  0.8503E-01  0.2570E+05
  0.9727E-03  0.8608E-01  0.2521E+05
  0.1015E-02  0.8717E-01  0.2488E+05
  0.1059E-02  0.8829E-01  0.2469E+05
  0.1106E-02  0.8946E-01  0.2466E+05
  0.1155E-02  0.9070E-01  0.2478E+05
  0.1207E-02  0.9203E-01  0.2505E+05
  0.1263E-02  0.9346E-01  0.2548E+05
  0.1321E-02  0.9500E-01  0.2609E+05
  0.1382E-02  0.9663E-01  0.2687E+05
  0.1443E-02  0.9834E-01  0.2778E+05
  0.1506E-02  0.1001E+00  0.2882E+05
  0.1570E-02  0.1021E+00  0.3000E+05
  0.1635E-02  0.1044E+00  0.3814E+05
  0.1703E-02  0.1069E+00  0.3517E+05
  0.1772E-02  0.1093E+00  0.3229E+05
  0.1844E-02  0.1115E+00  0.2972E+05
  0.1917E-02  0.1137E+00  0.2743E+05
  0.1994E-02  0.1157E+00  0.2539E+05
  0.2073E-02  0.1177E+00  0.2357E+05
  0.2156E-02  0.1196E+00  0.2194E+05
  0.2242E-02  0.1215E+00  0.2049E+05
  0.2330E-02  0.1233E+00  0.1922E+05
  0.2421E-02  0.1250E+00  0.1811E+05
  0.2515E-02  0.1267E+00  0.1715E+05
  0.2611E-02  0.1283E+00  0.1631E+05
  0.2710E-02  0.1300E+00  0.1559E+05
  0.2813E-02  0.1316E+00  0.1497E+05
  0.2920E-02  0.1332E+00  0.1445E+05
  0.3030E-02  0.1348E+00  0.1402E+05
  0.3145E-02  0.1364E+00  0.1369E+05
  0.3262E-02  0.1380E+00  0.1344E+05
  0.3382E-02  0.1396E+00  0.1327E+05
  0.3505E-02  0.1413E+00  0.1317E+05
  0.3632E-02  0.1430E+00  0.1315E+05
  0.3764E-02  0.1448E+00  0.1320E+05
  0.3900E-02  0.1466E+00  0.1332E+05
  0.4041E-02  0.1486E+00  0.1351E+05
  0.4188E-02  0.1506E+00  0.1377E+05
  0.4342E-02  0.1528E+00  0.1411E+05
  0.4501E-02  0.1553E+00  0.1661E+05
  0.4664E-02  0.1580E+00  0.1653E+05
  0.4829E-02  0.1607E+00  0.1533E+05
  0.4999E-02  0.1633E+00  0.1426E+05
  0.5174E-02  0.1657E+00  0.1331E+05
  0.5353E-02  0.1681E+00  0.1246E+05
  0.5537E-02  0.1704E+00  0.1171E+05
  0.5726E-02  0.1726E+00  0.1105E+05
  0.5919E-02  0.1747E+00  0.1048E+05
  0.6117E-02  0.1768E+00  0.9976E+04
  0.6322E-02  0.1788E+00  0.9541E+04
  0.6532E-02  0.1808E+00  0.9167E+04
  0.6750E-02  0.1828E+00  0.8855E+04
  0.6972E-02  0.1848E+00  0.8600E+04
  0.7199E-02  0.1867E+00  0.8400E+04
  0.7431E-02  0.1887E+00  0.8250E+04
  0.7670E-02  0.1907E+00  0.8144E+04
  0.7915E-02  0.1927E+00  0.8085E+04
  0.8168E-02  0.1948E+00  0.8069E+04
  0.8430E-02  0.1970E+00  0.8096E+04
  0.8701E-02  0.1992E+00  0.8170E+04
  0.8980E-02  0.2016E+00  0.8290E+04
  0.9265E-02  0.2040E+00  0.8457E+04
  0.9556E-02  0.2067E+00  0.9519E+04
  0.9855E-02  0.2096E+00  0.9525E+04
  0.1016E-01  0.2125E+00  0.8895E+04
  0.1048E-01  0.2152E+00  0.8332E+04
  0.1080E-01  0.2179E+00  0.7833E+04
  0.1113E-01  0.2205E+00  0.7394E+04
  0.1147E-01  0.2230E+00  0.7009E+04
  0.1181E-01  0.2254E+00  0.6676E+04
  0.1217E-01  0.2277E+00  0.6386E+04
  0.1253E-01  0.2300E+00  0.6140E+04
  0.1289E-01  0.2323E+00  0.5934E+04
  0.1327E-01  0.2345E+00  0.5766E+04
  0.1365E-01  0.2368E+00  0.5632E+04
  0.1405E-01  0.2390E+00  0.5530E+04
  0.1445E-01  0.2413E+00  0.5459E+04
  0.1487E-01  0.2436E+00  0.5418E+04
  0.1529E-01  0.2459E+00  0.5409E+04
  0.1573E-01  0.2484E+00  0.5431E+04
  0.1618E-01  0.2508E+00  0.5483E+04
  0.1663E-01  0.2534E+00  0.5563E+04
  0.1710E-01  0.2561E+00  0.5672E+04
  0.1758E-01  0.2590E+00  0.6357E+04
  0.1808E-01  0.2622E+00  0.6053E+04
  0.1858E-01  0.2652E+00  0.5686E+04
  0.1910E-01  0.2681E+00  0.5361E+04
  0.1962E-01  0.2709E+00  0.5076E+04
  0.2015E-01  0.2736E+00  0.4827E+04
  0.2070E-01  0.2762E+00  0.4612E+04
  0.2125E-01  0.2788E+00  0.4429E+04
  0.2181E-01  0.2812E+00  0.4276E+04
  0.2238E-01  0.2837E+00  0.4149E+04
  0.2296E-01  0.2861E+00  0.4047E+04
  0.2355E-01  0.2885E+00  0.3967E+04
  0.2416E-01  0.2910E+00  0.3910E+04
  0.2478E-01  0.2935E+00  0.3874E+04
  0.2543E-01  0.2960E+00  0.3861E+04
  0.2608E-01  0.2986E+00  0.3870E+04
  0.2675E-01  0.3012E+00  0.3901E+04
  0.2742E-01  0.3039E+00  0.3952E+04
  0.2811E-01  0.3067E+00  0.4024E+04
  0.2881E-01  0.3097E+00  0.4350E+04
  0.2953E-01  0.3129E+00  0.4318E+04
  0.3027E-01  0.3161E+00  0.4068E+04
  0.3103E-01  0.3191E+00  0.3847E+04
  0.3180E-01  0.3221E+00  0.3653E+04
  0.3258E-01  0.3249E+00  0.3487E+04
  0.3338E-01  0.3277E+00  0.3345E+04
  0.3418E-01  0.3304E+00  0.3223E+04
  0.3499E-01  0.3330E+00  0.3124E+04
  0.3582E-01  0.3356E+00  0.3042E+04
  0.3667E-01  0.3382E+00  0.2976E+04
  0.3753E-01  0.3408E+00  0.2931E+04
  0.3841E-01  0.3434E+00  0.2901E+04
  0.3930E-01  0.3461E+00  0.2887E+04
  0.4021E-01  0.3488E+00  0.2889E+04
  0.4115E-01  0.3515E+00  0.2907E+04
  0.4211E-01  0.3544E+00  0.2941E+04
  0.4309E-01  0.3574E+00  0.2992E+04
  0.4408E-01  0.3605E+00  0.3153E+04
  0.4510E-01  0.3638E+00  0.3227E+04
  0.4614E-01  0.3671E+00  0.3048E+04
  0.4719E-01  0.3703E+00  0.2890E+04
  0.4825E-01  0.3734E+00  0.2753E+04
  0.4932E-01  0.3763E+00  0.2634E+04
  0.5041E-01  0.3792E+00  0.2533E+04
  0.5152E-01  0.3820E+00  0.2450E+04
  0.5263E-01  0.3847E+00  0.2379E+04
  0.5377E-01  0.3875E+00  0.2325E+04
  0.5493E-01  0.3902E+00  0.2281E+04
  0.5612E-01  0.3929E+00  0.2253E+04
  0.5733E-01  0.3957E+00  0.2237E+04
  0.5856E-01  0.3985E+00  0.2234E+04
  0.5982E-01  0.4014E+00  0.2243E+04
  0.6110E-01  0.4043E+00  0.2265E+04
  0.6240E-01  0.4074E+00  0.2300E+04
  0.6372E-01  0.4105E+00  0.2347E+04
  0.6507E-01  0.4139E+00  0.2514E+04
  0.6644E-01  0.4173E+00  0.2401E+04
  0.6784E-01  0.4206E+00  0.2278E+04
  0.6925E-01  0.4238E+00  0.2171E+04
  0.7068E-01  0.4269E+00  0.2080E+04
  0.7211E-01  0.4299E+00  0.2002E+04
  0.7357E-01  0.4328E+00  0.1937E+04
  0.7504E-01  0.4357E+00  0.1884E+04
  0.7654E-01  0.4386E+00  0.1842E+04
  0.7807E-01  0.4414E+00  0.1810E+04
  0.7963E-01  0.4443E+00  0.1789E+04
  0.8122E-01  0.4472E+00  0.1778E+04
  0.8283E-01  0.4501E+00  0.1778E+04
  0.8446E-01  0.4531E+00  0.1788E+04
  0.8611E-01  0.4561E+00  0.1808E+04
  0.8779E-01  0.4592E+00  0.1838E+04
  0.8949E-01  0.4625E+00  0.1880E+04
  0.9124E-01  0.4659E+00  0.1993E+04
  0.9301E-01  0.4694E+00  0.1888E+04
  0.9481E-01  0.4728E+00  0.1796E+04
  0.9663E-01  0.4761E+00  0.1717E+04
  0.9846E-01  0.4792E+00  0.1650E+04
  0.1003E+00  0.4823E+00  0.1594E+04
  0.1022E+00  0.4853E+00  0.1547E+04
  0.1041E+00  0.4882E+00  0.1509E+04
  0.1060E+00  0.4912E+00  0.1481E+04
  0.1080E+00  0.4941E+00  0.1460E+04
  0.1100E+00  0.4971E+00  0.1449E+04
  0.1120E+00  0.5001E+00  0.1446E+04
  0.1140E+00  0.5031E+00  0.1452E+04
  0.1161E+00  0.5062E+00  0.1465E+04
  0.1182E+00  0.5094E+00  0.1487E+04
  0.1204E+00  0.5127E+00  0.1517E+04
  0.1225E+00  0.5161E+00  0.1598E+04
  0.1247E+00  0.5197E+00  0.1563E+04
  0.1270E+00  0.5231E+00  0.1488E+04
  0.1292E+00  0.5265E+00  0.1423E+04
  0.1315E+00  0.5297E+00  0.1367E+04
  0.1338E+00  0.5329E+00  0.1320E+04
  0.1361E+00  0.5360E+00  0.1282E+04
  0.1385E+00  0.5390E+00  0.1250E+04
  0.1409E+00  0.5421E+00  0.1227E+04
  0.1433E+00  0.5451E+00  0.1210E+04
  0.1458E+00  0.5481E+00  0.1201E+04
  0.1483E+00  0.5512E+00  0.1199E+04
  0.1508E+00  0.5543E+00  0.1204E+04
  0.1534E+00  0.5574E+00  0.1215E+04
  0.1560E+00  0.5607E+00  0.1234E+04
  0.1586E+00  0.5640E+00  0.1259E+04
  0.1613E+00  0.5675E+00  0.1321E+04
  0.1640E+00  0.5711E+00  0.1296E+04
  0.1667E+00  0.5746E+00  0.1235E+04
  0.1695E+00  0.5781E+00  0.1182E+04
  0.1722E+00  0.5814E+00  0.1138E+04
  0.1751E+00  0.5846E+00  0.1101E+04
  0.1779E+00  0.5877E+00  0.1070E+04
  0.1808E+00  0.5908E+00  0.1046E+04
  0.1837E+00  0.5939E+00  0.1028E+04
  0.1867E+00  0.5970E+00  0.1016E+04
  0.1897E+00  0.6001E+00  0.1010E+04
  0.1927E+00  0.6033E+00  0.1010E+04
  0.1958E+00  0.6065E+00  0.1016E+04
  0.1989E+00  0.6097E+00  0.1028E+04
  0.2021E+00  0.6130E+00  0.1045E+04
  0.2053E+00  0.6165E+00  0.1069E+04
  0.2085E+00  0.6201E+00  0.1119E+04
  0.2117E+00  0.6237E+00  0.1074E+04
  0.2150E+00  0.6273E+00  0.1026E+04
  0.2184E+00  0.6307E+00  0.9858E+03
  0.2217E+00  0.6340E+00  0.9513E+03
  0.2251E+00  0.6373E+00  0.9228E+03
  0.2286E+00  0.6405E+00  0.8999E+03
  0.2321E+00  0.6436E+00  0.8821E+03
  0.2356E+00  0.6468E+00  0.8698E+03
  0.2392E+00  0.6500E+00  0.8629E+03
  0.2428E+00  0.6531E+00  0.8610E+03
  0.2465E+00  0.6564E+00  0.8641E+03
  0.2502E+00  0.6596E+00  0.8723E+03
  0.2539E+00  0.6630E+00  0.8854E+03
  0.2577E+00  0.6664E+00  0.9036E+03
  0.2615E+00  0.6700E+00  0.9406E+03
  0.2653E+00  0.6737E+00  0.9349E+03
  0.2692E+00  0.6774E+00  0.8925E+03
  0.2732E+00  0.6809E+00  0.8562E+03
  0.2772E+00  0.6843E+00  0.8255E+03
  0.2812E+00  0.6876E+00  0.8000E+03
  0.2852E+00  0.6909E+00  0.7794E+03
  0.2893E+00  0.6941E+00  0.7635E+03
  0.2934E+00  0.6973E+00  0.7521E+03
  0.2976E+00  0.7005E+00  0.7453E+03
  0.3019E+00  0.7037E+00  0.7428E+03
  0.3062E+00  0.7070E+00  0.7446E+03
  0.3105E+00  0.7103E+00  0.7510E+03
  0.3149E+00  0.7136E+00  0.7616E+03
  0.3193E+00  0.7171E+00  0.7764E+03
  0.3237E+00  0.7207E+00  0.8019E+03
  0.3282E+00  0.7244E+00  0.8149E+03
  0.3328E+00  0.7281E+00  0.7780E+03
  0.3374E+00  0.7317E+00  0.7468E+03
  0.3420E+00  0.7351E+00  0.7201E+03
  0.3466E+00  0.7385E+00  0.6975E+03
  0.3513E+00  0.7418E+00  0.6794E+03
  0.3560E+00  0.7450E+00  0.6660E+03
  0.3608E+00  0.7482E+00  0.6563E+03
  0.3655E+00  0.7514E+00  0.6499E+03
  0.3704E+00  0.7546E+00  0.6475E+03
  0.3753E+00  0.7579E+00  0.6489E+03
  0.3803E+00  0.7612E+00  0.6537E+03
  0.3853E+00  0.7646E+00  0.6622E+03
  0.3904E+00  0.7680E+00  0.6752E+03
  0.3956E+00  0.7716E+00  0.6919E+03
  0.4008E+00  0.7754E+00  0.7144E+03
  0.4061E+00  0.7791E+00  0.6827E+03
  0.4114E+00  0.7828E+00  0.6546E+03
  0.4168E+00  0.7863E+00  0.6313E+03
  0.4222E+00  0.7897E+00  0.6118E+03
  0.4276E+00  0.7931E+00  0.5962E+03
  0.4331E+00  0.7964E+00  0.5840E+03
  0.4387E+00  0.7997E+00  0.5759E+03
  0.4442E+00  0.8029E+00  0.5704E+03
  0.4499E+00  0.8062E+00  0.5688E+03
  0.4556E+00  0.8095E+00  0.5704E+03
  0.4613E+00  0.8129E+00  0.5750E+03
  0.4672E+00  0.8163E+00  0.5835E+03
  0.4731E+00  0.8199E+00  0.5951E+03
  0.4790E+00  0.8236E+00  0.6124E+03
  0.4850E+00  0.8273E+00  0.6246E+03
  0.4911E+00  0.8311E+00  0.5969E+03
  0.4972E+00  0.8348E+00  0.5737E+03
  0.5033E+00  0.8383E+00  0.5537E+03
  0.5095E+00  0.8418E+00  0.5374E+03
  0.5158E+00  0.8452E+00  0.5244E+03
  0.5221E+00  0.8485E+00  0.5148E+03
  0.5285E+00  0.8518E+00  0.5079E+03
  0.5349E+00  0.8551E+00  0.5044E+03
  0.5413E+00  0.8585E+00  0.5038E+03
  0.5479E+00  0.8618E+00  0.5058E+03
  0.5545E+00  0.8652E+00  0.5112E+03
  0.5612E+00  0.8688E+00  0.5194E+03
  0.5679E+00  0.8724E+00  0.5306E+03
  0.5747E+00  0.8761E+00  0.5499E+03
  0.5815E+00  0.8799E+00  0.5462E+03
  0.5884E+00  0.8837E+00  0.5231E+03
  0.5953E+00  0.8873E+00  0.5036E+03
  0.6023E+00  0.8909E+00  0.4872E+03
  0.6094E+00  0.8943E+00  0.4740E+03
  0.6165E+00  0.8977E+00  0.4636E+03
  0.6236E+00  0.9011E+00  0.4562E+03
  0.6308E+00  0.9044E+00  0.4513E+03
  0.6379E+00  0.9077E+00  0.4494E+03
  0.6452E+00  0.9110E+00  0.4497E+03
  0.6525E+00  0.9143E+00  0.4524E+03
  0.6599E+00  0.9178E+00  0.4580E+03
  0.6674E+00  0.9213E+00  0.4662E+03
  0.6749E+00  0.9250E+00  0.4772E+03
  0.6825E+00  0.9287E+00  0.4944E+03
  0.6901E+00  0.9325E+00  0.4813E+03
  0.6978E+00  0.9362E+00  0.4621E+03
  0.7056E+00  0.9398E+00  0.4458E+03
  0.7134E+00  0.9433E+00  0.4322E+03
  0.7214E+00  0.9468E+00  0.4214E+03
  0.7294E+00  0.9502E+00  0.4129E+03
  0.7375E+00  0.9536E+00  0.4070E+03
  0.7456E+00  0.9569E+00  0.4035E+03
  0.7538E+00  0.9603E+00  0.4027E+03
  0.7621E+00  0.9637E+00  0.4038E+03
  0.7704E+00  0.9672E+00  0.4076E+03
  0.7787E+00  0.9706E+00  0.4136E+03
  0.7870E+00  0.9742E+00  0.4221E+03
  0.7954E+00  0.9779E+00  0.4326E+03
  0.8038E+00  0.9816E+00  0.4439E+03
  0.8124E+00  0.9854E+00  0.4253E+03
  0.8210E+00  0.9891E+00  0.4093E+03
  0.8298E+00  0.9927E+00  0.3957E+03
  0.8387E+00  0.9962E+00  0.3846E+03
  0.8476E+00  0.9997E+00  0.3758E+03
  0.8566E+00  0.1003E+01  0.3695E+03
  0.8657E+00  0.1007E+01  0.3651E+03
  0.8748E+00  0.1010E+01  0.3631E+03
  0.8840E+00  0.1013E+01  0.3633E+03
  0.8933E+00  0.1017E+01  0.3654E+03
  0.9027E+00  0.1020E+01  0.3699E+03
  0.9121E+00  0.1024E+01  0.3765E+03
  0.9215E+00  0.1028E+01  0.3853E+03
  0.9311E+00  0.1031E+01  0.3987E+03
  0.9407E+00  0.1035E+01  0.3908E+03
  0.9503E+00  0.1039E+01  0.3756E+03
  0.9600E+00  0.1043E+01  0.3625E+03
  0.9697E+00  0.1046E+01  0.3519E+03
  0.9795E+00  0.1050E+01  0.3435E+03
  0.9892E+00  0.1053E+01  0.3370E+03
  0.9990E+00  0.1056E+01  0.3324E+03
  0.1009E+01  0.1060E+01  0.3298E+03
  0.1019E+01  0.1063E+01  0.3290E+03
  0.1029E+01  0.1067E+01  0.3300E+03
  0.1039E+01  0.1070E+01  0.3330E+03
  0.1050E+01  0.1074E+01  0.3381E+03
  0.1060E+01  0.1077E+01  0.3449E+03
  0.1071E+01  0.1081E+01  0.3539E+03
  0.1081E+01  0.1085E+01  0.3619E+03
  0.1092E+01  0.1089E+01  0.3469E+03
  0.1103E+01  0.1092E+01  0.3342E+03
  0.1114E+01  0.1096E+01  0.3235E+03
  0.1125E+01  0.1100E+01  0.3150E+03
  0.1136E+01  0.1103E+01  0.3082E+03
  0.1147E+01  0.1107E+01  0.3035E+03
  0.1158E+01  0.1110E+01  0.3006E+03
  0.1169E+01  0.1113E+01  0.2993E+03
  0.1180E+01  0.1117E+01  0.2997E+03
  0.1192E+01  0.1120E+01  0.3020E+03
  0.1203E+01  0.1124E+01  0.3062E+03
  0.1215E+01  0.1128E+01  0.3121E+03
  0.1226E+01  0.1131E+01  0.3198E+03
  0.1238E+01  0.1135E+01  0.3298E+03
  0.1250E+01  0.1139E+01  0.3199E+03
  0.1261E+01  0.1143E+01  0.3078E+03
  0.1273E+01  0.1147E+01  0.2975E+03
  0.1286E+01  0.1150E+01  0.2893E+03
  0.1298E+01  0.1154E+01  0.2828E+03
  0.1310E+01  0.1157E+01  0.2780E+03
  0.1322E+01  0.1161E+01  0.2749E+03
  0.1335E+01  0.1164E+01  0.2735E+03
  0.1347E+01  0.1168E+01  0.2736E+03
  0.1360E+01  0.1171E+01  0.2755E+03
  0.1372E+01  0.1175E+01  0.2789E+03
  0.1385E+01  0.1178E+01  0.2839E+03
  0.1397E+01  0.1182E+01  0.2906E+03
  0.1410E+01  0.1186E+01  0.3004E+03
  0.1423E+01  0.1190E+01  0.2950E+03
  0.1436E+01  0.1194E+01  0.2840E+03
  0.1449E+01  0.1197E+01  0.2747E+03
  0.1461E+01  0.1201E+01  0.2670E+03
  0.1474E+01  0.1204E+01  0.2609E+03
  0.1487E+01  0.1208E+01  0.2563E+03
  0.1500E+01  0.1211E+01  0.2530E+03
  0.1513E+01  0.1214E+01  0.2512E+03
  0.1527E+01  0.1218E+01  0.2507E+03
  0.1541E+01  0.1221E+01  0.2519E+03
  0.1554E+01  0.1225E+01  0.2545E+03
  0.1568E+01  0.1229E+01  0.2587E+03
  0.1582E+01  0.1232E+01  0.2643E+03
  0.1596E+01  0.1236E+01  0.2725E+03
  0.1610E+01  0.1240E+01  0.2741E+03
  0.1625E+01  0.1244E+01  0.2633E+03
  0.1639E+01  0.1248E+01  0.2543E+03
  0.1653E+01  0.1251E+01  0.2468E+03
  0.1667E+01  0.1255E+01  0.2408E+03
  0.1682E+01  0.1258E+01  0.2362E+03
  0.1696E+01  0.1262E+01  0.2331E+03
  0.1710E+01  0.1265E+01  0.2313E+03
  0.1725E+01  0.1269E+01  0.2309E+03
  0.1739E+01  0.1272E+01  0.2317E+03
  0.1754E+01  0.1276E+01  0.2338E+03
  0.1769E+01  0.1279E+01  0.2371E+03
  0.1784E+01  0.1283E+01  0.2419E+03
  0.1799E+01  0.1287E+01  0.2480E+03
  0.1814E+01  0.1290E+01  0.2542E+03
  0.1829E+01  0.1294E+01  0.2452E+03
  0.1845E+01  0.1298E+01  0.2364E+03
  0.1861E+01  0.1302E+01  0.2290E+03
  0.1876E+01  0.1306E+01  0.2232E+03
  0.1892E+01  0.1309E+01  0.2187E+03
  0.1908E+01  0.1313E+01  0.2156E+03
  0.1924E+01  0.1316E+01  0.2136E+03
  0.1940E+01  0.1320E+01  0.2129E+03
  0.1956E+01  0.1323E+01  0.2135E+03
  0.1972E+01  0.1327E+01  0.2153E+03
  0.1988E+01  0.1330E+01  0.2184E+03
  0.2004E+01  0.1334E+01  0.2226E+03
  0.2020E+01  0.1337E+01  0.2281E+03
  0.2037E+01  0.1341E+01  0.2348E+03
  0.2053E+01  0.1345E+01  0.2281E+03
  0.2070E+01  0.1349E+01  0.2199E+03
  0.2086E+01  0.1353E+01  0.2131E+03
  0.2103E+01  0.1356E+01  0.2075E+03
  0.2120E+01  0.1360E+01  0.2032E+03
  0.2137E+01  0.1363E+01  0.2000E+03
  0.2154E+01  0.1367E+01  0.1980E+03
  0.2171E+01  0.1370E+01  0.1972E+03
  0.2188E+01  0.1374E+01  0.1974E+03
  0.2205E+01  0.1377E+01  0.1988E+03
  0.2223E+01  0.1381E+01  0.2013E+03
  0.2241E+01  0.1384E+01  0.2050E+03
  0.2259E+01  0.1388E+01  0.2099E+03
  0.2276E+01  0.1392E+01  0.2167E+03
  0.2294E+01  0.1396E+01  0.2130E+03
  0.2312E+01  0.1400E+01  0.2053E+03
  0.2330E+01  0.1403E+01  0.1989E+03
  0.2347E+01  0.1407E+01  0.1936E+03
  0.2365E+01  0.1410E+01  0.1894E+03
  0.2383E+01  0.1414E+01  0.1862E+03
  0.2402E+01  0.1417E+01  0.1842E+03
  0.2420E+01  0.1421E+01  0.1832E+03
  0.2438E+01  0.1424E+01  0.1831E+03
  0.2457E+01  0.1428E+01  0.1841E+03
  0.2476E+01  0.1431E+01  0.1861E+03
  0.2495E+01  0.1435E+01  0.1892E+03
  0.2514E+01  0.1439E+01  0.1935E+03
  0.2534E+01  0.1443E+01  0.1996E+03
  0.2553E+01  0.1447E+01  0.1992E+03
  0.2573E+01  0.1451E+01  0.1918E+03
  0.2592E+01  0.1454E+01  0.1856E+03
  0.2612E+01  0.1458E+01  0.1805E+03
  0.2631E+01  0.1461E+01  0.1765E+03
  0.2651E+01  0.1465E+01  0.1735E+03
  0.2670E+01  0.1468E+01  0.1715E+03
  0.2690E+01  0.1472E+01  0.1704E+03
  0.2710E+01  0.1475E+01  0.1703E+03
  0.2730E+01  0.1479E+01  0.1711E+03
  0.2750E+01  0.1482E+01  0.1729E+03
  0.2770E+01  0.1486E+01  0.1757E+03
  0.2790E+01  0.1490E+01  0.1794E+03
  0.2810E+01  0.1493E+01  0.1841E+03
  0.2831E+01  0.1497E+01  0.1873E+03
  0.2852E+01  0.1501E+01  0.1802E+03
  0.2873E+01  0.1505E+01  0.1742E+03
  0.2894E+01  0.1509E+01  0.1691E+03
  0.2915E+01  0.1512E+01  0.1651E+03
  0.2936E+01  0.1516E+01  0.1620E+03
  0.2958E+01  0.1519E+01  0.1600E+03
  0.2980E+01  0.1523E+01  0.1588E+03
  0.3001E+01  0.1526E+01  0.1586E+03
  0.3023E+01  0.1530E+01  0.1594E+03
  0.3045E+01  0.1533E+01  0.1610E+03
  0.3066E+01  0.1537E+01  0.1635E+03
  0.3088E+01  0.1541E+01  0.1669E+03
  0.3110E+01  0.1544E+01  0.1712E+03
  0.3132E+01  0.1548E+01  0.1748E+03
  0.3154E+01  0.1552E+01  0.1687E+03
  0.3177E+01  0.1556E+01  0.1628E+03
  0.3200E+01  0.1560E+01  0.1580E+03
  0.3223E+01  0.1564E+01  0.1543E+03
  0.3247E+01  0.1567E+01  0.1512E+03
  0.3270E+01  0.1571E+01  0.1495E+03
  0.3293E+01  0.1574E+01  0.1485E+03
  0.3316E+01  0.1578E+01  0.1480E+03
  0.3340E+01  0.1581E+01  0.1488E+03
  0.3364E+01  0.1585E+01  0.1503E+03
  0.3387E+01  0.1589E+01  0.1528E+03
  0.3411E+01  0.1592E+01  0.1560E+03
  0.3435E+01  0.1596E+01  0.1602E+03
  0.3459E+01  0.1600E+01  0.1631E+03
  0.3483E+01  0.1604E+01  0.1573E+03
  0.3507E+01  0.1608E+01  0.1520E+03
  0.3531E+01  0.1612E+01  0.1477E+03
  0.3555E+01  0.1615E+01  0.1444E+03
  0.3580E+01  0.1619E+01  0.1415E+03
  0.3604E+01  0.1622E+01  0.1398E+03
  0.3630E+01  0.1626E+01  0.1388E+03
  0.3655E+01  0.1629E+01  0.1388E+03
  0.3680E+01  0.1633E+01  0.1393E+03
  0.3705E+01  0.1637E+01  0.1410E+03
