#    t [Myr]     r [kpc]      v [km/s]
  0.289497E+03  0.529753E+01  0.182728E+01
  0.289664E+03  0.529784E+01  0.186571E+01
  0.289830E+03  0.529814E+01  0.176499E+01
  0.289997E+03  0.529840E+01  0.149769E+01
  0.290164E+03  0.529869E+01  0.171504E+01
  0.290330E+03  0.529895E+01  0.151520E+01
  0.290497E+03  0.529918E+01  0.134850E+01
  0.290664E+03  0.529945E+01  0.157560E+01
  0.290830E+03  0.529974E+01  0.171916E+01
  0.290997E+03  0.530002E+01  0.164006E+01
  0.291164E+03  0.530035E+01  0.194862E+01
  0.291330E+03  0.530070E+01  0.205168E+01
  0.291497E+03  0.530105E+01  0.209387E+01
  0.291664E+03  0.530142E+01  0.212361E+01
  0.291830E+03  0.530178E+01  0.214364E+01
  0.291997E+03  0.530207E+01  0.171463E+01
  0.292164E+03  0.530238E+01  0.177698E+01
  0.292330E+03  0.530268E+01  0.181776E+01
  0.292497E+03  0.530302E+01  0.198217E+01
  0.292664E+03  0.530334E+01  0.187705E+01
  0.292830E+03  0.530364E+01  0.172950E+01
  0.292997E+03  0.530394E+01  0.178426E+01
  0.293164E+03  0.530418E+01  0.141648E+01
  0.293330E+03  0.530448E+01  0.173808E+01
  0.293497E+03  0.530483E+01  0.207072E+01
  0.293664E+03  0.530515E+01  0.187605E+01
  0.293830E+03  0.530552E+01  0.220246E+01
  0.293997E+03  0.530582E+01  0.176135E+01
  0.294164E+03  0.530616E+01  0.200050E+01
  0.294330E+03  0.530645E+01  0.167262E+01
  0.294497E+03  0.530675E+01  0.175700E+01
  0.294664E+03  0.530707E+01  0.190390E+01
  0.294830E+03  0.530734E+01  0.159076E+01
  0.294997E+03  0.530760E+01  0.152008E+01
  0.295164E+03  0.530791E+01  0.181928E+01
  0.295330E+03  0.530816E+01  0.144786E+01
  0.295497E+03  0.530843E+01  0.163160E+01
  0.295664E+03  0.530871E+01  0.165076E+01
  0.295830E+03  0.530907E+01  0.206937E+01
  0.295997E+03  0.530932E+01  0.146449E+01
  0.296164E+03  0.530954E+01  0.133286E+01
  0.296330E+03  0.530981E+01  0.158460E+01
  0.296497E+03  0.531015E+01  0.198146E+01
  0.296664E+03  0.531044E+01  0.171087E+01
  0.296830E+03  0.531072E+01  0.161492E+01
  0.296997E+03  0.531098E+01  0.157190E+01
  0.297164E+03  0.531125E+01  0.158753E+01
  0.297330E+03  0.531151E+01  0.150656E+01
  0.297497E+03  0.531183E+01  0.185419E+01
  0.297664E+03  0.531216E+01  0.196948E+01
  0.297830E+03  0.531248E+01  0.186764E+01
  0.297997E+03  0.531276E+01  0.163531E+01
  0.298164E+03  0.531310E+01  0.203170E+01
  0.298330E+03  0.531342E+01  0.187834E+01
  0.298497E+03  0.531371E+01  0.171951E+01
  0.298664E+03  0.531396E+01  0.145767E+01
  0.298830E+03  0.531430E+01  0.197594E+01
  0.298997E+03  0.531458E+01  0.167979E+01
  0.299164E+03  0.531488E+01  0.170541E+01
  0.299330E+03  0.531520E+01  0.188374E+01
  0.299497E+03  0.531548E+01  0.167291E+01
  0.299664E+03  0.531582E+01  0.196683E+01
  0.299830E+03  0.531614E+01  0.191941E+01
  0.299997E+03  0.531645E+01  0.178714E+01
  0.300164E+03  0.531674E+01  0.174431E+01
  0.300330E+03  0.531708E+01  0.199081E+01
  0.300497E+03  0.531733E+01  0.146425E+01
  0.300664E+03  0.531765E+01  0.187352E+01
  0.300830E+03  0.531795E+01  0.176946E+01
  0.300997E+03  0.531819E+01  0.142200E+01
  0.301164E+03  0.531844E+01  0.144563E+01
  0.301330E+03  0.531871E+01  0.160869E+01
  0.301497E+03  0.531900E+01  0.168937E+01
  0.301664E+03  0.531928E+01  0.166909E+01
  0.301830E+03  0.531958E+01  0.176041E+01
  0.301997E+03  0.531989E+01  0.178021E+01
  0.302164E+03  0.532015E+01  0.155945E+01
  0.302330E+03  0.532051E+01  0.207648E+01
  0.302497E+03  0.532078E+01  0.163037E+01
  0.302664E+03  0.532105E+01  0.156015E+01
  0.302830E+03  0.532130E+01  0.145638E+01
  0.302997E+03  0.532157E+01  0.158677E+01
  0.303164E+03  0.532181E+01  0.141789E+01
  0.303330E+03  0.532212E+01  0.184626E+01
  0.303497E+03  0.532242E+01  0.175847E+01
  0.303664E+03  0.532268E+01  0.152472E+01
  0.303830E+03  0.532294E+01  0.151103E+01
  0.303997E+03  0.532321E+01  0.160181E+01
  0.304164E+03  0.532349E+01  0.164388E+01
  0.304330E+03  0.532379E+01  0.174924E+01
  0.304497E+03  0.532404E+01  0.149346E+01
  0.304664E+03  0.532431E+01  0.156350E+01
  0.304830E+03  0.532458E+01  0.160281E+01
  0.304997E+03  0.532488E+01  0.173091E+01
  0.305164E+03  0.532510E+01  0.129167E+01
  0.305330E+03  0.532534E+01  0.142535E+01
  0.305497E+03  0.532557E+01  0.138792E+01
  0.305664E+03  0.532580E+01  0.132481E+01
  0.305830E+03  0.532604E+01  0.138457E+01
  0.305997E+03  0.532627E+01  0.136454E+01
  0.306164E+03  0.532656E+01  0.171816E+01
  0.306330E+03  0.532690E+01  0.201408E+01
  0.306497E+03  0.532722E+01  0.188792E+01
  0.306664E+03  0.532744E+01  0.128427E+01
  0.306830E+03  0.532772E+01  0.161392E+01
  0.306997E+03  0.532802E+01  0.176428E+01
  0.307164E+03  0.532833E+01  0.181059E+01
  0.307330E+03  0.532862E+01  0.172298E+01
  0.307497E+03  0.532889E+01  0.160986E+01
  0.307664E+03  0.532920E+01  0.180548E+01
  0.307830E+03  0.532942E+01  0.128562E+01
  0.307997E+03  0.532964E+01  0.130448E+01
  0.308164E+03  0.532994E+01  0.174243E+01
  0.308330E+03  0.533025E+01  0.182763E+01
  0.308497E+03  0.533050E+01  0.150909E+01
  0.308664E+03  0.533079E+01  0.169988E+01
  0.308830E+03  0.533105E+01  0.151173E+01
  0.308997E+03  0.533126E+01  0.122087E+01
  0.309164E+03  0.533151E+01  0.145650E+01
  0.309330E+03  0.533175E+01  0.145509E+01
  0.309497E+03  0.533202E+01  0.156121E+01
  0.309664E+03  0.533228E+01  0.151455E+01
  0.309830E+03  0.533254E+01  0.154763E+01
  0.309997E+03  0.533283E+01  0.170981E+01
  0.310164E+03  0.533310E+01  0.156679E+01
  0.310330E+03  0.533335E+01  0.147042E+01
  0.310497E+03  0.533358E+01  0.137594E+01
  0.310664E+03  0.533381E+01  0.131547E+01
  0.310830E+03  0.533406E+01  0.148282E+01
  0.310997E+03  0.533436E+01  0.173908E+01
  0.311164E+03  0.533466E+01  0.178121E+01
  0.311330E+03  0.533497E+01  0.183627E+01
  0.311497E+03  0.533527E+01  0.177751E+01
  0.311664E+03  0.533561E+01  0.194838E+01
  0.311830E+03  0.533591E+01  0.178285E+01
  0.311997E+03  0.533615E+01  0.144398E+01
  0.312164E+03  0.533640E+01  0.144322E+01
  0.312330E+03  0.533667E+01  0.158947E+01
  0.312497E+03  0.533697E+01  0.176581E+01
  0.312664E+03  0.533721E+01  0.141971E+01
  0.312830E+03  0.533745E+01  0.138957E+01
  0.312997E+03  0.533766E+01  0.121088E+01
  0.313164E+03  0.533792E+01  0.154458E+01
  0.313330E+03  0.533815E+01  0.133522E+01
  0.313497E+03  0.533839E+01  0.142612E+01
  0.313664E+03  0.533869E+01  0.175488E+01
  0.313830E+03  0.533890E+01  0.125830E+01
  0.313997E+03  0.533915E+01  0.146860E+01
  0.314164E+03  0.533940E+01  0.146431E+01
  0.314330E+03  0.533970E+01  0.177128E+01
  0.314497E+03  0.533996E+01  0.150039E+01
  0.314664E+03  0.534016E+01  0.119037E+01
  0.314830E+03  0.534045E+01  0.170118E+01
  0.314997E+03  0.534072E+01  0.160234E+01
  0.315164E+03  0.534099E+01  0.158959E+01
  0.315330E+03  0.534126E+01  0.156497E+01
  0.315497E+03  0.534158E+01  0.188739E+01
  0.315664E+03  0.534181E+01  0.133751E+01
  0.315830E+03  0.534205E+01  0.144757E+01
  0.315997E+03  0.534231E+01  0.149369E+01
  0.316164E+03  0.534255E+01  0.143440E+01
  0.316330E+03  0.534284E+01  0.168925E+01
  0.316497E+03  0.534306E+01  0.130819E+01
  0.316663E+03  0.534332E+01  0.150021E+01
  0.316830E+03  0.534363E+01  0.183662E+01
  0.316997E+03  0.534392E+01  0.170635E+01
  0.317163E+03  0.534421E+01  0.168907E+01
  0.317330E+03  0.534448E+01  0.159071E+01
  0.317497E+03  0.534475E+01  0.159570E+01
  0.317663E+03  0.534502E+01  0.160034E+01
  0.317830E+03  0.534521E+01  0.110329E+01
  0.317997E+03  0.534549E+01  0.164006E+01
  0.318163E+03  0.534574E+01  0.146702E+01
  0.318330E+03  0.534604E+01  0.178297E+01
  0.318497E+03  0.534635E+01  0.182757E+01
  0.318663E+03  0.534662E+01  0.154834E+01
  0.318830E+03  0.534679E+01  0.104365E+01
  0.318997E+03  0.534703E+01  0.135878E+01
  0.319163E+03  0.534725E+01  0.131124E+01
  0.319330E+03  0.534746E+01  0.126817E+01
  0.319497E+03  0.534769E+01  0.133239E+01
  0.319663E+03  0.534797E+01  0.161104E+01
  0.319830E+03  0.534825E+01  0.169671E+01
  0.319997E+03  0.534856E+01  0.177222E+01
  0.320163E+03  0.534882E+01  0.156814E+01
  0.320330E+03  0.534912E+01  0.176041E+01
  0.320497E+03  0.534936E+01  0.141202E+01
  0.320663E+03  0.534956E+01  0.118737E+01
  0.320830E+03  0.534978E+01  0.125348E+01
  0.320997E+03  0.535001E+01  0.134750E+01
  0.321163E+03  0.535023E+01  0.129890E+01
  0.321330E+03  0.535045E+01  0.131706E+01
  0.321497E+03  0.535069E+01  0.136595E+01
  0.321663E+03  0.535089E+01  0.118103E+01
  0.321830E+03  0.535111E+01  0.128844E+01
  0.321997E+03  0.535134E+01  0.137893E+01
  0.322163E+03  0.535152E+01  0.108337E+01
  0.322330E+03  0.535177E+01  0.143758E+01
  0.322497E+03  0.535202E+01  0.146184E+01
  0.322663E+03  0.535234E+01  0.188574E+01
  0.322830E+03  0.535260E+01  0.151961E+01
  0.322997E+03  0.535288E+01  0.168578E+01
  0.323163E+03  0.535307E+01  0.111992E+01
  0.323330E+03  0.535328E+01  0.121058E+01
  0.323497E+03  0.535349E+01  0.123086E+01
  0.323663E+03  0.535375E+01  0.154370E+01
  0.323830E+03  0.535400E+01  0.146196E+01
  0.323997E+03  0.535426E+01  0.150844E+01
  0.324163E+03  0.535455E+01  0.171052E+01
  0.324330E+03  0.535484E+01  0.172627E+01
  0.324497E+03  0.535516E+01  0.186318E+01
  0.324663E+03  0.535546E+01  0.177386E+01
  0.324830E+03  0.535571E+01  0.147771E+01
  0.324997E+03  0.535600E+01  0.168249E+01
  0.325163E+03  0.535633E+01  0.191307E+01
  0.325330E+03  0.535656E+01  0.140197E+01
  0.325497E+03  0.535684E+01  0.164776E+01
  0.325663E+03  0.535707E+01  0.133704E+01
  0.325830E+03  0.535733E+01  0.150715E+01
  0.325997E+03  0.535756E+01  0.136136E+01
  0.326163E+03  0.535778E+01  0.130507E+01
  0.326330E+03  0.535799E+01  0.121969E+01
  0.326497E+03  0.535824E+01  0.148223E+01
  0.326663E+03  0.535851E+01  0.158418E+01
  0.326830E+03  0.535876E+01  0.147824E+01
  0.326997E+03  0.535899E+01  0.130196E+01
  0.327163E+03  0.535923E+01  0.145174E+01
  0.327330E+03  0.535952E+01  0.170517E+01
  0.327497E+03  0.535980E+01  0.166010E+01
  0.327663E+03  0.536003E+01  0.135155E+01
  0.327830E+03  0.536022E+01  0.109788E+01
  0.327997E+03  0.536045E+01  0.133128E+01
  0.328163E+03  0.536069E+01  0.140073E+01
  0.328330E+03  0.536095E+01  0.154211E+01
  0.328497E+03  0.536115E+01  0.120900E+01
  0.328663E+03  0.536136E+01  0.122927E+01
  0.328830E+03  0.536152E+01  0.930414E+00
  0.328997E+03  0.536176E+01  0.137047E+01
  0.329163E+03  0.536195E+01  0.115159E+01
  0.329330E+03  0.536224E+01  0.171487E+01
  0.329497E+03  0.536250E+01  0.151555E+01
  0.329663E+03  0.536275E+01  0.145802E+01
  0.329830E+03  0.536293E+01  0.103542E+01
  0.329997E+03  0.536317E+01  0.142876E+01
  0.330163E+03  0.536342E+01  0.146220E+01
  0.330330E+03  0.536361E+01  0.114612E+01
  0.330497E+03  0.536380E+01  0.111716E+01
  0.330663E+03  0.536401E+01  0.119495E+01
  0.330830E+03  0.536423E+01  0.128832E+01
  0.330997E+03  0.536443E+01  0.122257E+01
  0.331163E+03  0.536463E+01  0.115870E+01
  0.331330E+03  0.536479E+01  0.951098E+00
  0.331497E+03  0.536497E+01  0.106574E+01
  0.331663E+03  0.536522E+01  0.143423E+01
  0.331830E+03  0.536546E+01  0.141407E+01
  0.331997E+03  0.536566E+01  0.120612E+01
  0.332163E+03  0.536589E+01  0.131671E+01
  0.332330E+03  0.536604E+01  0.912433E+00
  0.332497E+03  0.536623E+01  0.108719E+01
  0.332663E+03  0.536640E+01  0.983651E+00
  0.332830E+03  0.536662E+01  0.133533E+01
  0.332997E+03  0.536690E+01  0.164694E+01
  0.333163E+03  0.536716E+01  0.151432E+01
  0.333330E+03  0.536744E+01  0.163313E+01
  0.333497E+03  0.536771E+01  0.159981E+01
  0.333663E+03  0.536798E+01  0.160734E+01
  0.333830E+03  0.536819E+01  0.120159E+01
  0.333997E+03  0.536852E+01  0.193322E+01
  0.334163E+03  0.536879E+01  0.158031E+01
  0.334330E+03  0.536899E+01  0.121382E+01
  0.334497E+03  0.536923E+01  0.136319E+01
  0.334663E+03  0.536941E+01  0.106333E+01
  0.334830E+03  0.536961E+01  0.121969E+01
  0.334997E+03  0.536983E+01  0.128609E+01
  0.335163E+03  0.537012E+01  0.170617E+01
  0.335330E+03  0.537036E+01  0.141783E+01
  0.335497E+03  0.537061E+01  0.144804E+01
  0.335663E+03  0.537083E+01  0.126611E+01
  0.335830E+03  0.537105E+01  0.133815E+01
  0.335997E+03  0.537131E+01  0.152860E+01
  0.336163E+03  0.537154E+01  0.132293E+01
  0.336330E+03  0.537174E+01  0.119125E+01
  0.336497E+03  0.537195E+01  0.124461E+01
  0.336663E+03  0.537216E+01  0.121035E+01
  0.336830E+03  0.537241E+01  0.146331E+01
  0.336997E+03  0.537261E+01  0.115829E+01
  0.337163E+03  0.537283E+01  0.131835E+01
  0.337330E+03  0.537305E+01  0.129402E+01
  0.337497E+03  0.537329E+01  0.138193E+01
  0.337663E+03  0.537349E+01  0.121482E+01
  0.337830E+03  0.537369E+01  0.118097E+01
  0.337997E+03  0.537388E+01  0.107144E+01
  0.338163E+03  0.537403E+01  0.919132E+00
  0.338330E+03  0.537419E+01  0.920366E+00
  0.338497E+03  0.537445E+01  0.150450E+01
  0.338663E+03  0.537464E+01  0.115594E+01
  0.338830E+03  0.537484E+01  0.117856E+01
  0.338997E+03  0.537508E+01  0.139268E+01
  0.339163E+03  0.537533E+01  0.145797E+01
  0.339330E+03  0.537554E+01  0.126929E+01
  0.339497E+03  0.537574E+01  0.113279E+01
  0.339663E+03  0.537592E+01  0.108460E+01
  0.339830E+03  0.537613E+01  0.122604E+01
  0.339997E+03  0.537624E+01  0.637610E+00
  0.340163E+03  0.537639E+01  0.907145E+00
  0.340330E+03  0.537660E+01  0.120342E+01
  0.340497E+03  0.537681E+01  0.124637E+01
  0.340663E+03  0.537701E+01  0.118878E+01
  0.340830E+03  0.537722E+01  0.123714E+01
  0.340997E+03  0.537747E+01  0.142900E+01
  0.341163E+03  0.537780E+01  0.194157E+01
  0.341330E+03  0.537804E+01  0.144339E+01
  0.341497E+03  0.537830E+01  0.150885E+01
  0.341663E+03  0.537853E+01  0.133175E+01
  0.341830E+03  0.537882E+01  0.172045E+01
  0.341997E+03  0.537906E+01  0.144375E+01
  0.342163E+03  0.537926E+01  0.115570E+01
  0.342330E+03  0.537946E+01  0.117974E+01
  0.342497E+03  0.537962E+01  0.963438E+00
  0.342663E+03  0.537982E+01  0.116587E+01
  0.342830E+03  0.538000E+01  0.105710E+01
  0.342997E+03  0.538018E+01  0.102755E+01
  0.343163E+03  0.538042E+01  0.141460E+01
  0.343330E+03  0.538068E+01  0.150503E+01
  0.343497E+03  0.538089E+01  0.125830E+01
  0.343663E+03  0.538112E+01  0.134503E+01
  0.343830E+03  0.538136E+01  0.143946E+01
  0.343997E+03  0.538158E+01  0.129790E+01
  0.344163E+03  0.538175E+01  0.100539E+01
  0.344330E+03  0.538192E+01  0.940403E+00
  0.344497E+03  0.538217E+01  0.150286E+01
  0.344663E+03  0.538230E+01  0.761536E+00
  0.344830E+03  0.538246E+01  0.960029E+00
  0.344997E+03  0.538266E+01  0.115582E+01
  0.345163E+03  0.538284E+01  0.104952E+01
  0.345330E+03  0.538305E+01  0.122292E+01
  0.345497E+03  0.538327E+01  0.132511E+01
  0.345663E+03  0.538346E+01  0.110105E+01
  0.345830E+03  0.538366E+01  0.115617E+01
  0.345997E+03  0.538389E+01  0.134250E+01
  0.346163E+03  0.538405E+01  0.990526E+00
  0.346330E+03  0.538425E+01  0.114377E+01
  0.346497E+03  0.538441E+01  0.931296E+00
  0.346663E+03  0.538462E+01  0.125025E+01
  0.346830E+03  0.538486E+01  0.138258E+01
  0.346997E+03  0.538507E+01  0.125783E+01
  0.347163E+03  0.538522E+01  0.897156E+00
  0.347330E+03  0.538544E+01  0.130313E+01
  0.347497E+03  0.538564E+01  0.116992E+01
  0.347663E+03  0.538585E+01  0.121299E+01
  0.347830E+03  0.538608E+01  0.137265E+01
  0.347997E+03  0.538631E+01  0.133710E+01
  0.348163E+03  0.538650E+01  0.110752E+01
  0.348330E+03  0.538664E+01  0.835046E+00
  0.348497E+03  0.538687E+01  0.132152E+01
  0.348663E+03  0.538702E+01  0.897567E+00
  0.348830E+03  0.538720E+01  0.105158E+01
  0.348997E+03  0.538737E+01  0.103624E+01
  0.349163E+03  0.538762E+01  0.143564E+01
  0.349330E+03  0.538782E+01  0.119178E+01
  0.349497E+03  0.538807E+01  0.144909E+01
  0.349663E+03  0.538827E+01  0.120389E+01
  0.349830E+03  0.538850E+01  0.132840E+01
  0.349996E+03  0.538870E+01  0.119090E+01
  0.350163E+03  0.538888E+01  0.105587E+01
  0.350330E+03  0.538910E+01  0.128926E+01
  0.350496E+03  0.538931E+01  0.124114E+01
  0.350663E+03  0.538955E+01  0.141196E+01
  0.350830E+03  0.538977E+01  0.126617E+01
  0.350996E+03  0.538997E+01  0.117856E+01
  0.351163E+03  0.539016E+01  0.114706E+01
  0.351330E+03  0.539038E+01  0.125131E+01
  0.351496E+03  0.539057E+01  0.114706E+01
  0.351663E+03  0.539077E+01  0.118085E+01
  0.351830E+03  0.539102E+01  0.146461E+01
  0.351996E+03  0.539118E+01  0.959266E+00
  0.352163E+03  0.539141E+01  0.131136E+01
  0.352330E+03  0.539167E+01  0.154323E+01
  0.352496E+03  0.539188E+01  0.123233E+01
  0.352663E+03  0.539210E+01  0.130407E+01
  0.352830E+03  0.539232E+01  0.127499E+01
  0.352996E+03  0.539253E+01  0.126506E+01
  0.353163E+03  0.539272E+01  0.111046E+01
  0.353330E+03  0.539291E+01  0.111763E+01
  0.353496E+03  0.539311E+01  0.114842E+01
  0.353663E+03  0.539336E+01  0.148817E+01
  0.353830E+03  0.539361E+01  0.146325E+01
  0.353996E+03  0.539376E+01  0.846210E+00
  0.354163E+03  0.539399E+01  0.139104E+01
  0.354330E+03  0.539420E+01  0.122757E+01
  0.354496E+03  0.539443E+01  0.136800E+01
  0.354663E+03  0.539463E+01  0.115194E+01
  0.354830E+03  0.539480E+01  0.995227E+00
  0.354996E+03  0.539499E+01  0.110805E+01
  0.355163E+03  0.539520E+01  0.127487E+01
  0.355330E+03  0.539538E+01  0.102572E+01
  0.355496E+03  0.539564E+01  0.151825E+01
  0.355663E+03  0.539584E+01  0.117480E+01
  0.355830E+03  0.539604E+01  0.121687E+01
  0.355996E+03  0.539627E+01  0.131048E+01
  0.356163E+03  0.539644E+01  0.102802E+01
  0.356330E+03  0.539667E+01  0.134920E+01
  0.356496E+03  0.539686E+01  0.107737E+01
  0.356663E+03  0.539711E+01  0.151491E+01
  0.356830E+03  0.539727E+01  0.946044E+00
  0.356996E+03  0.539746E+01  0.106192E+01
  0.357163E+03  0.539766E+01  0.121288E+01
  0.357330E+03  0.539793E+01  0.159018E+01
  0.357496E+03  0.539815E+01  0.126840E+01
  0.357663E+03  0.539844E+01  0.170353E+01
  0.357830E+03  0.539872E+01  0.166386E+01
  0.357996E+03  0.539898E+01  0.149463E+01
  0.358163E+03  0.539917E+01  0.117104E+01
  0.358330E+03  0.539944E+01  0.153136E+01
  0.358496E+03  0.539971E+01  0.164142E+01
  0.358663E+03  0.539994E+01  0.130431E+01
  0.358830E+03  0.540014E+01  0.121000E+01
  0.358996E+03  0.540032E+01  0.107050E+01
  0.359163E+03  0.540052E+01  0.112109E+01
  0.359330E+03  0.540070E+01  0.107308E+01
  0.359496E+03  0.540091E+01  0.123074E+01
  0.359663E+03  0.540109E+01  0.106603E+01
  0.359830E+03  0.540126E+01  0.101515E+01
  0.359996E+03  0.540144E+01  0.104864E+01
  0.360163E+03  0.540163E+01  0.111992E+01
  0.360330E+03  0.540188E+01  0.146302E+01
  0.360496E+03  0.540204E+01  0.965964E+00
  0.360663E+03  0.540226E+01  0.126835E+01
  0.360830E+03  0.540245E+01  0.109994E+01
  0.360996E+03  0.540263E+01  0.106092E+01
  0.361163E+03  0.540283E+01  0.117104E+01
  0.361330E+03  0.540300E+01  0.103066E+01
  0.361496E+03  0.540323E+01  0.134203E+01
  0.361663E+03  0.540344E+01  0.125301E+01
  0.361830E+03  0.540358E+01  0.815008E+00
  0.361996E+03  0.540379E+01  0.119419E+01
  0.362163E+03  0.540397E+01  0.105945E+01
  0.362330E+03  0.540418E+01  0.126864E+01
  0.362496E+03  0.540439E+01  0.122980E+01
  0.362663E+03  0.540457E+01  0.106169E+01
  0.362830E+03  0.540474E+01  0.960382E+00
  0.362996E+03  0.540494E+01  0.119413E+01
  0.363163E+03  0.540515E+01  0.123638E+01
  0.363330E+03  0.540538E+01  0.136777E+01
  0.363496E+03  0.540564E+01  0.150550E+01
  0.363663E+03  0.540585E+01  0.121570E+01
  0.363830E+03  0.540606E+01  0.129050E+01
  0.363996E+03  0.540629E+01  0.133051E+01
  0.364163E+03  0.540644E+01  0.876002E+00
  0.364330E+03  0.540660E+01  0.941814E+00
  0.364496E+03  0.540673E+01  0.767119E+00
  0.364663E+03  0.540687E+01  0.819651E+00
  0.364830E+03  0.540705E+01  0.106392E+01
  0.364996E+03  0.540724E+01  0.111040E+01
  0.365163E+03  0.540745E+01  0.123009E+01
  0.365330E+03  0.540763E+01  0.107520E+01
  0.365496E+03  0.540780E+01  0.999105E+00
  0.365663E+03  0.540803E+01  0.132717E+01
  0.365830E+03  0.540835E+01  0.188680E+01
  0.365996E+03  0.540860E+01  0.148464E+01
  0.366163E+03  0.540885E+01  0.143117E+01
  0.366330E+03  0.540909E+01  0.141043E+01
  0.366496E+03  0.540934E+01  0.147354E+01
  0.366663E+03  0.540962E+01  0.166551E+01
  0.366830E+03  0.540982E+01  0.115852E+01
  0.366996E+03  0.541001E+01  0.112180E+01
  0.367163E+03  0.541020E+01  0.109929E+01
  0.367330E+03  0.541041E+01  0.124884E+01
  0.367496E+03  0.541057E+01  0.947866E+00
  0.367663E+03  0.541076E+01  0.112603E+01
  0.367830E+03  0.541099E+01  0.133122E+01
  0.367996E+03  0.541119E+01  0.116540E+01
  0.368163E+03  0.541140E+01  0.126729E+01
  0.368330E+03  0.541157E+01  0.100216E+01
  0.368496E+03  0.541176E+01  0.112556E+01
  0.368663E+03  0.541193E+01  0.998753E+00
  0.368830E+03  0.541212E+01  0.107109E+01
  0.368996E+03  0.541230E+01  0.108454E+01
  0.369163E+03  0.541247E+01  0.971664E+00
  0.369330E+03  0.541261E+01  0.819063E+00
  0.369496E+03  0.541282E+01  0.125994E+01
  0.369663E+03  0.541301E+01  0.109600E+01
  0.369830E+03  0.541323E+01  0.130889E+01
  0.369996E+03  0.541344E+01  0.126864E+01
  0.370163E+03  0.541361E+01  0.949981E+00
  0.370330E+03  0.541381E+01  0.122469E+01
  0.370496E+03  0.541391E+01  0.534662E+00
  0.370663E+03  0.541410E+01  0.112967E+01
  0.370830E+03  0.541426E+01  0.974896E+00
  0.370996E+03  0.541440E+01  0.769704E+00
  0.371163E+03  0.541456E+01  0.958032E+00
  0.371330E+03  0.541470E+01  0.821061E+00
  0.371496E+03  0.541486E+01  0.942049E+00
  0.371663E+03  0.541500E+01  0.814068E+00
  0.371830E+03  0.541515E+01  0.872241E+00
  0.371996E+03  0.541535E+01  0.122498E+01
  0.372163E+03  0.541554E+01  0.109876E+01
  0.372330E+03  0.541572E+01  0.104271E+01
  0.372496E+03  0.541593E+01  0.121840E+01
  0.372663E+03  0.541606E+01  0.788214E+00
  0.372830E+03  0.541623E+01  0.102649E+01
  0.372996E+03  0.541642E+01  0.109747E+01
  0.373163E+03  0.541664E+01  0.130460E+01
  0.373330E+03  0.541682E+01  0.105992E+01
  0.373496E+03  0.541703E+01  0.119607E+01
  0.373663E+03  0.541722E+01  0.110899E+01
  0.373830E+03  0.541740E+01  0.108108E+01
  0.373996E+03  0.541762E+01  0.127487E+01
  0.374163E+03  0.541786E+01  0.142500E+01
  0.374330E+03  0.541802E+01  0.933528E+00
  0.374496E+03  0.541814E+01  0.721462E+00
  0.374663E+03  0.541835E+01  0.122992E+01
  0.374830E+03  0.541860E+01  0.146813E+01
  0.374996E+03  0.541884E+01  0.138628E+01
  0.375163E+03  0.541900E+01  0.943048E+00
  0.375330E+03  0.541925E+01  0.150539E+01
  0.375496E+03  0.541944E+01  0.108901E+01
  0.375663E+03  0.541963E+01  0.110235E+01
  0.375830E+03  0.541982E+01  0.112009E+01
  0.375996E+03  0.542005E+01  0.137582E+01
  0.376163E+03  0.542024E+01  0.109835E+01
  0.376330E+03  0.542040E+01  0.959618E+00
  0.376496E+03  0.542064E+01  0.138446E+01
  0.376663E+03  0.542083E+01  0.113725E+01
  0.376830E+03  0.542104E+01  0.125324E+01
  0.376996E+03  0.542123E+01  0.111839E+01
  0.377163E+03  0.542138E+01  0.862781E+00
  0.377330E+03  0.542149E+01  0.674982E+00
  0.377496E+03  0.542164E+01  0.874357E+00
  0.377663E+03  0.542182E+01  0.102760E+01
  0.377830E+03  0.542198E+01  0.951215E+00
  0.377996E+03  0.542216E+01  0.105369E+01
  0.378163E+03  0.542226E+01  0.606232E+00
  0.378330E+03  0.542237E+01  0.653711E+00
  0.378496E+03  0.542253E+01  0.907027E+00
  0.378663E+03  0.542268E+01  0.879057E+00
  0.378830E+03  0.542282E+01  0.820473E+00
  0.378996E+03  0.542304E+01  0.132382E+01
  0.379163E+03  0.542320E+01  0.918427E+00
  0.379330E+03  0.542338E+01  0.106521E+01
  0.379496E+03  0.542357E+01  0.108672E+01
  0.379663E+03  0.542371E+01  0.832460E+00
  0.379830E+03  0.542384E+01  0.801317E+00
  0.379996E+03  0.542398E+01  0.814421E+00
  0.380163E+03  0.542415E+01  0.100134E+01
  0.380330E+03  0.542432E+01  0.956210E+00
  0.380496E+03  0.542449E+01  0.105128E+01
  0.380663E+03  0.542464E+01  0.872946E+00
  0.380830E+03  0.542482E+01  0.104999E+01
  0.380996E+03  0.542495E+01  0.767706E+00
  0.381163E+03  0.542511E+01  0.924597E+00
  0.381330E+03  0.542531E+01  0.115641E+01
  0.381496E+03  0.542548E+01  0.101573E+01
  0.381663E+03  0.542562E+01  0.803374E+00
  0.381830E+03  0.542578E+01  0.980184E+00
  0.381996E+03  0.542596E+01  0.104182E+01
  0.382163E+03  0.542616E+01  0.117069E+01
  0.382330E+03  0.542635E+01  0.111939E+01
  0.382496E+03  0.542654E+01  0.113649E+01
